Line,Pada,Meter,MP1,MP2,MP3,MP4,MP5,MP6,MP7,MP8
9.063.13b,b,G,H,L,H,L,L,H,L,L
9.063.13c,c,G,L,H,H,L,L,H,L,L
9.063.14a,a,G,H,H,H,H,L,H,L,H
9.063.14b,b,G,H,L,L,H,L,H,L,H
9.063.14c,c,G,H,H,H,H,L,H,L,L
9.063.15a,a,G,L,L,H,H,L,H,L,H
9.063.15b,b,G,H,H,H,L,L,H,L,L
9.063.15c,c,G,L,H,L,L,L,H,L,L
9.063.16a,a,G,L,H,L,L,L,H,L,H
9.063.16b,b,G,H,H,H,L,L,H,L,H
9.063.16c,c,G,L,H,H,H,L,H,L,L
9.063.17a,a,G,L,H,L,H,L,H,L,H
9.063.17b,b,G,L,H,L,H,L,H,L,L
9.063.17c,c,G,H,L,H,H,L,H,L,L
9.063.18a,a,G,H,L,H,L,L,H,L,L
9.063.18b,b,G,H,H,H,H,L,H,L,L
9.063.18c,c,G,H,H,H,H,L,H,L,L
9.063.19a,a,G,L,L,H,H,L,H,L,L
9.063.19b,b,G,H,H,H,H,L,H,L,L
9.063.19c,c,G,H,H,L,L,L,H,L,L
9.063.20a,a,G,L,H,L,H,L,H,L,L
9.063.20b,b,G,H,H,H,L,L,H,L,L
9.063.20c,c,G,L,H,L,H,L,H,L,L
9.063.21a,a,G,L,L,H,H,L,H,L,L
9.063.21b,b,G,H,L,L,H,L,H,L,H
9.063.21c,c,G,L,H,H,H,L,H,L,L
9.063.22a,a,G,L,H,L,H,L,H,L,L
9.063.22b,b,G,H,H,L,L,L,H,L,L
9.063.22c,c,G,H,L,H,H,L,H,L,H
9.063.23a,a,G,L,L,H,L,L,H,L,H
9.063.23b,b,G,L,H,H,L,L,H,L,L
9.063.23c,c,G,L,H,L,H,L,H,L,L
9.063.24a,a,G,L,H,H,L,L,H,L,L
9.063.24b,b,G,L,L,H,H,L,H,L,L
9.063.24c,c,G,L,H,H,H,L,H,L,L
9.063.25a,a,G,L,L,H,L,L,H,L,L
9.063.25b,b,G,H,H,H,H,L,H,L,L
9.063.25c,c,G,L,L,H,H,L,H,L,H
9.063.26a,a,G,L,L,H,H,L,H,L,L
9.063.26b,b,G,H,L,L,H,L,H,L,L
9.063.26c,c,G,H,H,H,L,L,L,L,L
9.063.27a,a,G,L,L,H,H,L,H,L,L
9.063.27b,b,G,H,L,H,H,L,H,L,L
9.063.27c,c,G,L,H,L,L,L,H,L,L
9.063.28a,a,G,L,H,H,H,L,H,L,H
9.063.28b,b,G,H,H,H,L,L,L,L,L
9.063.28c,c,G,L,L,H,H,L,H,L,H
9.063.29a,a,G,L,H,H,H,L,H,L,H
9.063.29b,b,G,L,L,H,L,L,H,L,L
9.063.29c,c,G,L,H,H,H,L,H,L,L
9.063.30a,a,G,H,H,L,H,L,H,L,L
9.063.30b,b,G,H,L,H,H,L,H,L,H
9.063.30c,c,G,H,H,H,H,L,H,L,H
9.064.01a,a,G,L,H,H,L,L,H,L,L
9.064.01b,b,G,L,H,H,L,L,H,L,L
9.064.01c,c,G,L,H,H,H,L,L,L,H
9.064.02a,a,G,H,H,H,H,L,H,L,H
9.064.02b,b,G,L,H,L,H,L,H,L,L
9.064.02c,c,G,H,H,L,H,L,H,L,L
9.064.03a,a,G,H,H,L,H,L,H,L,H
9.064.03b,b,G,H,L,H,H,L,H,L,L
9.064.03c,c,G,L,H,H,H,L,H,L,L
9.064.04a,a,G,L,H,L,L,L,H,L,H
9.064.04b,b,G,H,H,H,H,L,H,L,H
9.064.04c,c,G,H,H,H,H,L,H,L,L
9.064.05a,a,G,H,L,H,L,L,H,L,L
9.064.05b,b,G,H,L,H,H,L,H,L,H
9.064.05c,c,G,L,H,H,H,L,H,L,H
9.064.06a,a,G,H,H,H,H,L,H,L,L
9.064.06b,b,G,H,H,H,H,L,H,L,H
9.064.06c,c,G,L,H,H,H,L,H,L,H
9.064.07a,a,G,L,L,H,H,L,H,L,L
9.064.07b,b,G,L,H,H,L,L,H,L,L
9.064.07c,c,G,H,H,H,L,L,H,L,L
9.064.08a,a,G,H,H,H,H,L,H,L,L
9.064.08b,b,G,H,H,H,H,L,H,L,L
9.064.08c,c,G,L,H,H,H,L,H,L,H
9.064.09a,a,G,H,H,H,H,L,H,L,L
9.064.09b,b,G,L,L,H,L,L,H,L,L
9.064.09c,c,G,H,H,H,H,L,H,L,L
9.064.11a,a,G,H,H,H,H,L,H,L,H
9.064.11b,b,G,H,H,H,L,L,H,L,L
9.064.11c,c,G,H,H,L,H,L,H,L,H
9.064.12a,a,G,L,L,H,L,L,H,L,H
9.064.12b,b,G,L,H,H,H,L,H,L,L
9.064.12c,c,G,H,L,H,H,L,H,L,H
9.064.13a,a,G,L,H,L,H,L,H,L,H
9.064.13b,b,G,H,L,H,H,L,H,L,L
9.064.13c,c,G,H,H,L,H,L,L,L,L
9.064.14a,a,G,L,H,H,L,L,H,L,L
9.064.14b,b,G,H,H,L,H,L,H,L,L
9.064.14c,c,G,L,H,L,H,L,H,L,L
9.064.15a,a,G,L,H,H,H,L,H,L,L
9.064.15b,b,G,H,H,L,H,L,H,L,L
9.064.15c,c,G,L,H,H,H,L,H,L,L
9.064.16a,a,G,L,H,H,H,L,H,L,H
9.064.16b,b,G,L,H,L,H,L,H,L,L
9.064.16c,c,G,L,H,H,L,L,H,L,L
9.064.17a,a,G,H,L,H,H,L,H,L,H
9.064.17b,b,G,L,H,L,H,L,H,L,L
9.064.17c,c,G,H,H,L,H,L,H,L,H
9.064.18a,a,G,L,L,H,H,L,H,L,L
9.064.18b,b,G,H,H,L,H,L,H,L,H
9.064.18c,c,G,H,L,H,H,L,H,L,L
9.064.19a,a,G,L,H,L,H,L,H,L,L
9.064.19b,b,G,L,H,L,H,L,H,L,L
9.064.19c,c,G,L,H,L,H,L,H,L,L
9.064.20a,a,G,H,H,H,H,L,H,L,L
9.064.20b,b,G,H,L,L,H,L,H,L,L
9.064.20c,c,G,L,H,L,H,L,H,L,L
9.064.21a,a,G,L,L,H,L,L,H,L,L
9.064.21b,b,G,L,H,H,L,L,H,L,L
9.064.21c,c,G,H,H,L,L,L,H,L,L
9.064.22a,a,G,H,H,H,H,L,H,L,H
9.064.22b,b,G,L,H,L,L,L,H,L,L
9.064.22c,c,G,L,H,L,H,L,H,L,L
9.064.23a,a,G,H,H,H,H,L,H,L,L
9.064.23b,b,G,L,L,H,H,L,H,L,L
9.064.23c,c,G,H,H,L,H,L,H,L,L
9.064.24a,a,G,L,H,H,H,H,H,L,H
9.064.24b,b,G,L,H,L,L,L,H,L,H
9.064.24c,c,G,L,L,H,H,L,L,L,L
9.064.25a,a,G,L,H,H,L,L,H,L,L
9.064.25b,b,G,L,H,H,H,L,H,L,L
9.064.25c,c,G,H,H,L,H,L,H,L,L
9.064.26a,a,G,L,H,L,H,L,H,L,L
9.064.26b,b,G,H,H,H,L,L,H,L,L
9.064.26c,c,G,L,H,L,H,L,H,L,L
9.064.28a,a,G,L,H,L,L,L,H,L,H
9.064.28b,b,G,L,H,H,H,L,H,L,H
9.064.28c,c,G,H,H,H,H,L,H,L,L
9.064.29a,a,G,H,H,H,H,L,H,L,L
9.064.29b,b,G,H,H,H,H,L,H,L,H
9.064.29c,c,G,H,H,H,L,L,H,L,H
9.064.30a,a,G,L,H,H,L,L,H,L,H
9.064.30b,b,G,H,H,H,H,L,H,L,L
9.064.30c,c,G,L,H,L,H,L,H,L,H
9.065.01a,a,G,H,H,L,H,L,H,L,L
9.065.01b,b,G,L,H,H,H,L,H,L,L
9.065.01c,c,G,L,H,H,H,L,H,L,L
9.065.02a,a,G,L,L,H,L,L,H,L,H
9.065.02b,b,G,H,H,H,H,L,H,L,L
9.065.02c,c,G,H,H,L,H,L,H,L,L
9.065.03a,a,G,H,L,L,H,L,H,L,L
9.065.03b,b,G,H,H,H,H,L,H,L,L
9.065.03c,c,G,L,H,L,H,L,H,L,L
9.065.04a,a,G,L,H,L,L,L,H,L,H
9.065.04b,b,G,L,H,H,H,L,H,L,H
9.065.04c,c,G,L,L,H,L,L,H,L,L
9.065.05a,a,G,H,L,H,L,L,H,L,L
9.065.05b,b,G,H,L,H,H,L,H,L,L
9.065.05c,c,G,L,H,L,H,L,H,L,L
9.065.06a,a,G,L,H,H,L,L,H,L,H
9.065.06b,b,G,H,L,H,H,L,H,L,H
9.065.06c,c,G,L,H,L,H,L,H,L,H
9.065.07a,a,G,L,H,H,L,L,H,L,L
9.065.07b,b,G,L,L,H,H,L,H,L,L
9.065.07c,c,G,L,H,L,H,L,H,L,H
9.065.08a,a,G,H,L,H,H,L,H,L,L
9.065.08b,b,G,L,H,H,H,L,H,L,L
9.065.08c,c,G,H,L,H,H,L,H,L,H
9.065.09a,a,G,H,L,H,H,L,H,L,L
9.065.09b,b,G,H,H,L,H,L,H,L,L
9.065.09c,c,G,L,H,L,H,L,H,L,H
9.065.10a,a,G,L,H,L,H,L,H,L,H
9.065.10b,b,G,L,H,L,H,L,H,L,L
9.065.10c,c,G,H,H,L,H,L,H,L,H
9.065.11a,a,G,H,H,H,H,L,H,L,H
9.065.11b,b,G,L,L,H,L,L,H,L,L
9.065.11c,c,G,H,H,H,H,L,H,L,L
9.065.12a,a,G,L,H,H,H,L,H,L,H
9.065.12b,b,G,L,H,L,H,L,H,L,H
9.065.12c,c,G,L,H,H,H,L,H,L,L
9.065.13a,a,G,H,L,H,H,L,H,L,L
9.065.13b,b,G,L,H,L,H,L,H,L,L
9.065.13c,c,G,H,H,H,H,L,H,L,L
9.065.14a,a,G,H,L,L,L,L,H,L,L
9.065.14b,b,G,H,H,H,H,L,H,L,H
9.065.14c,c,G,H,H,L,H,L,H,L,L
9.065.15a,a,G,H,L,H,L,L,H,L,L
9.065.15b,b,G,H,H,L,H,L,H,L,L
9.065.15c,c,G,L,L,H,H,L,H,L,H
9.065.16a,a,G,H,H,H,H,L,H,L,H
9.065.16b,b,G,L,L,H,H,L,H,L,L
9.065.16c,c,G,H,L,H,H,L,H,L,H
9.065.17a,a,G,H,L,H,H,L,H,L,L
9.065.17b,b,G,L,H,H,H,L,H,L,L
9.065.17c,c,G,L,H,L,H,L,H,L,H
9.065.18a,a,G,H,H,H,L,L,H,L,H
9.065.18b,b,G,H,H,L,H,L,H,L,L
9.065.18c,c,G,H,H,H,H,L,H,L,H
9.065.19a,a,G,H,H,H,L,L,H,L,H
9.065.19b,b,G,L,L,H,H,L,H,L,L
9.065.19c,c,G,H,H,H,H,L,H,L,H
9.065.20a,a,G,H,L,H,H,L,H,L,H
9.065.20b,b,G,L,L,H,L,L,H,L,L
9.065.20c,c,G,H,L,H,L,L,H,L,H
9.065.21a,a,G,L,H,H,H,L,H,L,L
9.065.21b,b,G,H,H,H,H,L,H,L,L
9.065.21c,c,G,H,L,H,L,L,H,L,L
9.065.22a,a,G,H,H,H,H,L,H,L,L
9.065.22b,b,G,H,H,H,L,L,H,L,H
9.065.22c,c,G,H,H,H,H,L,H,L,L
9.065.24a,a,G,H,H,H,H,L,H,L,L
9.065.24b,b,G,L,H,H,H,L,H,L,L
9.065.24c,c,G,H,H,H,H,L,H,L,L
9.065.25a,a,G,L,L,H,H,L,H,L,L
9.065.25b,b,G,L,H,H,L,L,H,L,H
9.065.25c,c,G,H,H,H,H,L,L,L,L
9.065.26a,a,G,L,H,H,H,L,H,L,H
9.065.26b,b,G,H,H,H,H,L,H,L,L
9.065.26c,c,G,H,H,L,H,L,H,L,L
9.065.27a,a,G,H,H,L,H,L,H,L,H
9.065.27b,b,G,H,L,H,H,L,H,L,H
9.065.27c,c,G,L,L,H,H,L,H,L,H
9.066.01a,a,G,L,H,L,H,L,H,L,H
9.066.01b,b,G,L,L,H,H,L,H,L,H
9.066.01c,c,G,L,H,L,H,L,H,L,L
9.066.02a,a,G,H,H,H,H,L,H,L,L
9.066.02b,b,G,H,L,L,H,L,H,L,H
9.066.02c,c,G,L,H,H,H,L,H,L,L
9.066.03a,a,G,L,L,H,H,L,H,L,H
9.066.03b,b,G,L,H,H,H,L,H,L,L
9.066.03c,c,G,L,L,H,L,L,H,L,H
9.066.04a,a,G,L,H,L,L,L,H,L,H
9.066.04b,b,G,L,L,H,H,L,H,L,H
9.066.04c,c,G,L,H,L,H,L,H,L,H
9.066.05a,a,G,L,L,H,H,L,H,L,H
9.066.05b,b,G,L,H,H,H,L,H,L,H
9.066.05c,c,G,L,H,H,H,L,H,L,L
9.066.06a,a,G,L,H,H,H,L,H,L,L
9.066.06b,b,G,L,L,H,H,L,H,L,H
9.066.06c,c,G,H,H,H,H,L,H,L,L
9.066.07a,a,G,L,H,L,H,L,H,L,H
9.066.07b,b,G,L,L,H,H,L,H,L,L
9.066.07c,c,G,L,H,H,H,L,L,L,L
9.066.08a,a,G,L,L,H,H,L,H,L,L
9.066.08b,b,G,H,L,H,H,L,H,L,L
9.066.08c,c,G,H,L,H,H,L,H,L,L
9.066.09a,a,G,L,H,L,H,L,H,L,H
9.066.09b,b,G,H,H,H,H,L,L,L,L
9.066.09c,c,G,H,H,L,H,L,H,L,H
9.066.10a,a,G,L,L,H,H,L,H,L,H
9.066.10b,b,G,H,H,H,L,L,H,L,L
9.066.10c,c,G,H,H,H,L,L,H,L,L
9.066.11a,a,G,L,H,H,H,L,H,L,L
9.066.11b,b,G,L,H,H,H,L,H,L,H
9.066.11c,c,G,L,H,L,H,L,H,L,L
9.066.12a,a,G,L,H,L,H,L,H,L,H
9.066.12b,b,G,H,H,H,H,L,H,L,L
9.066.12c,c,G,H,H,L,H,L,H,L,H
9.066.13a,a,G,L,L,H,H,L,H,L,L
9.066.13b,b,G,H,L,H,H,L,H,L,L
9.066.13c,c,G,H,H,H,H,L,H,L,H
9.066.14a,a,G,H,L,H,L,L,H,L,L
9.066.14b,b,G,L,H,H,H,L,H,L,L
9.066.14c,c,G,H,H,L,H,L,H,L,L
9.066.15a,a,G,H,L,H,L,L,H,L,H
9.066.15b,b,G,L,H,H,L,L,H,L,H
9.066.15c,c,G,H,H,L,L,L,H,L,L
9.066.16a,a,G,L,H,L,L,H,L,H,L
9.066.16b,b,G,H,H,H,H,L,H,H,L
9.066.16c,c,G,H,H,H,H,H,L,H,L
9.066.17a,a,G,L,H,H,H,L,H,H,H
9.066.17b,b,G,H,H,H,H,H,L,L,L
9.066.17c,c,G,H,L,H,H,H,H,H,H
9.066.18a,a,A,L,H,H,L,H,L,H,L
9.066.18b,b,A,H,H,L,H,H,L,H,H
9.066.18c,c,A,L,H,L,H,L,L,H,L
9.066.18d,d,A,L,H,L,H,L,L,H,L
9.066.19a,a,G,H,L,H,H,L,L,L,L
9.066.19b,b,G,H,L,H,L,L,H,L,L
9.066.19c,c,G,H,H,H,H,L,L,L,H
9.066.20a,a,G,H,L,L,H,L,L,H,L
9.066.20b,b,G,H,L,H,H,L,H,L,L
9.066.20c,c,G,L,H,L,H,L,H,L,L
9.066.21a,a,G,H,H,L,H,L,L,L,H
9.066.21b,b,G,H,H,H,H,L,H,L,L
9.066.21c,c,G,L,H,L,H,L,L,H,L
9.066.22a,a,G,L,L,H,H,L,L,L,H
9.066.22b,b,G,L,L,H,L,L,H,L,L
9.066.22c,c,G,H,H,L,H,L,H,L,L
9.066.23a,a,G,L,H,L,H,L,H,L,L
9.066.23b,b,G,L,H,H,L,L,H,L,L
9.066.23c,c,G,H,L,H,H,L,H,L,L
9.066.24a,a,G,L,L,H,L,L,H,L,L
9.066.24b,b,G,H,H,H,L,L,H,L,L
9.066.24c,c,G,H,H,L,H,L,H,L,L
9.066.25a,a,G,L,L,H,H,L,H,L,H
9.066.25b,b,G,L,H,H,L,L,H,L,L
9.066.25c,c,G,H,L,L,L,L,H,L,L
9.066.26a,a,G,L,L,H,H,L,H,L,L
9.066.26b,b,G,H,H,H,H,L,H,L,L
9.066.26c,c,G,L,H,H,H,L,H,L,L
9.066.27a,a,G,L,L,H,H,L,H,L,L
9.066.27b,b,G,H,L,H,H,L,H,L,L
9.066.27c,c,G,L,H,H,H,L,H,L,L
9.066.28a,a,G,L,L,H,L,H,L,H,H
9.066.28b,b,G,L,H,L,L,L,H,L,L
9.066.28c,c,G,L,H,L,H,L,H,L,H
9.066.29a,a,G,H,L,H,H,L,L,L,L
9.066.29b,b,G,L,H,H,L,L,H,L,L
9.066.29c,c,G,H,H,L,H,L,H,L,L
9.066.30a,a,G,H,L,H,H,L,H,L,L
9.066.30b,b,G,L,L,H,H,L,H,L,L
9.066.30c,c,G,H,L,H,H,L,H,L,H
9.067.01a,a,G,L,H,H,H,L,H,L,L
9.067.01b,b,G,H,L,H,H,L,H,L,H
9.067.01c,c,G,L,H,L,H,L,H,L,L
9.067.02a,a,G,L,H,L,H,L,H,L,H
9.067.02b,b,G,L,H,H,H,L,H,L,L
9.067.02c,c,G,H,H,L,H,L,H,L,H
9.067.03a,a,G,L,H,H,H,H,H,L,L
9.067.03b,b,G,L,L,H,L,L,H,L,L
9.067.03c,c,G,L,H,H,H,L,H,L,L
9.067.04a,a,G,H,H,H,H,H,H,L,L
9.067.04b,b,G,L,H,H,H,L,H,L,H
9.067.04c,c,G,L,H,H,L,L,H,L,L
9.067.05a,a,G,H,H,L,H,L,H,L,L
9.067.05b,b,G,L,L,H,L,L,H,L,H
9.067.05c,c,G,L,H,H,H,L,H,L,L
9.067.06a,a,G,H,L,H,H,L,H,L,L
9.067.06b,b,G,L,H,H,H,L,H,L,L
9.067.06c,c,G,L,H,H,L,L,H,L,L
9.067.07a,a,G,L,L,H,H,L,H,L,L
9.067.07b,b,G,L,H,L,H,L,H,L,L
9.067.07c,c,G,H,H,H,H,L,H,L,L
9.067.08a,a,G,L,L,H,H,L,H,L,L
9.067.08b,b,G,H,L,H,H,L,H,L,L
9.067.08c,c,G,H,H,L,L,L,H,L,H
9.067.09a,a,G,H,H,L,H,L,H,L,L
9.067.09b,b,G,L,L,H,H,L,H,L,L
9.067.09c,c,G,L,L,L,H,L,H,L,L
9.067.10a,a,G,L,L,H,L,L,H,L,L
9.067.10b,b,G,H,H,H,L,L,H,L,L
9.067.10c,c,G,H,H,H,L,L,H,L,L
9.067.11a,a,G,L,H,H,H,L,H,L,H
9.067.11b,b,G,L,H,L,L,L,H,L,L
9.067.11c,c,G,H,H,H,L,L,H,L,L
9.067.12a,a,G,L,H,L,H,L,H,L,H
9.067.12b,b,G,L,H,L,L,L,H,L,L
9.067.12c,c,G,H,H,H,L,L,H,L,L
9.067.14a,a,G,H,L,L,H,L,H,L,L
9.067.14b,b,G,H,H,H,L,L,H,L,H
9.067.14c,c,G,L,L,H,H,L,H,L,L
9.067.15a,a,G,L,L,L,H,L,H,L,H
9.067.15b,b,G,L,H,L,L,L,H,L,L
9.067.15c,c,G,H,H,L,H,H,H,L,L
9.067.19a,a,G,H,H,H,H,L,H,L,L
9.067.19b,b,G,L,H,H,H,L,L,L,L
9.067.19c,c,G,L,H,H,H,L,H,L,L
9.067.20a,a,G,H,L,H,H,L,H,L,L
9.067.20b,b,G,L,H,L,L,L,H,L,H
9.067.20c,c,G,H,H,H,H,L,H,L,L
9.067.21a,a,G,L,H,L,H,L,H,L,H
9.067.21b,b,G,L,H,H,L,L,H,L,L
9.067.21c,c,G,L,L,H,L,L,H,L,L
9.067.22a,a,G,L,L,H,H,H,H,L,L
9.067.22b,b,G,L,H,H,L,L,H,L,L
9.067.22c,c,G,H,H,H,L,L,H,L,L
9.067.23a,a,G,H,H,L,H,L,H,L,L
9.067.23b,b,G,H,H,L,L,L,H,L,H
9.067.23c,c,G,H,L,H,L,L,H,L,L
9.067.24a,a,G,H,H,L,H,L,H,L,L
9.067.24b,b,G,H,H,H,L,L,H,L,L
9.067.24c,c,G,H,L,L,H,L,H,L,L
9.067.26a,a,G,L,H,H,H,L,L,L,L
9.067.26b,b,G,H,H,H,H,L,H,L,L
9.067.26c,c,G,H,H,H,H,L,H,L,L
9.067.27a,a,A,L,H,L,H,H,L,L,H
9.067.27b,b,A,L,H,L,L,L,H,L,H
9.067.27c,c,A,H,H,H,H,L,H,L,H
9.067.27d,d,A,H,L,H,H,L,H,L,H
9.067.28a,a,G,L,H,H,L,L,H,H,L
9.067.28b,b,G,H,L,H,H,L,H,L,L
9.067.28c,c,G,H,H,L,H,L,H,L,L
9.067.29a,a,G,L,L,L,H,L,H,L,L
9.067.29b,b,G,L,H,L,H,L,H,L,L
9.067.29c,c,G,L,H,L,H,L,H,L,L
9.067.31a,a,A,H,H,L,H,H,H,H,L
9.067.31b,b,A,L,L,H,H,L,H,L,L
9.067.31c,c,A,H,H,L,H,L,H,H,L
9.067.31d,d,A,L,L,H,H,L,H,L,H
9.067.32a,a,A,H,L,H,H,H,H,H,L
9.067.32b,b,A,L,L,H,H,L,H,L,L
9.067.32c,c,A,H,H,L,H,L,H,L,H
9.067.32d,d,A,H,H,H,H,L,H,L,L
9.098.01a,a,A,L,L,H,H,L,H,L,L
9.098.01b,b,A,L,L,H,L,L,H,L,L
9.098.01c,c,A,H,H,L,H,L,H,L,L
9.098.01d,d,A,L,H,H,H,H,H,L,L
9.098.02a,a,A,L,L,L,H,H,H,L,L
9.098.02b,b,A,L,H,L,H,L,H,L,L
9.098.02c,c,A,H,L,L,L,L,H,L,H
9.098.02d,d,A,L,H,H,H,H,L,H,H
9.098.03a,a,A,L,L,L,L,H,H,H,H
9.098.03b,b,A,H,L,H,H,L,H,L,L
9.098.03c,c,A,H,H,L,H,H,H,L,H
9.098.03d,d,A,H,H,L,H,L,H,L,L
9.098.04a,a,A,L,L,H,H,L,H,L,H
9.098.04b,b,A,L,L,H,H,L,H,L,H
9.098.04c,c,A,H,H,L,H,L,H,L,L
9.098.04d,d,A,L,H,H,H,L,H,L,L
9.098.05a,a,A,L,H,L,H,L,H,L,L
9.098.05b,b,A,L,H,H,H,L,H,L,L
9.098.05c,c,A,L,H,H,L,L,L,L,L
9.098.05d,d,A,H,L,H,H,L,H,L,H
9.098.06a,a,A,H,H,H,L,L,L,L,L
9.098.06b,b,A,L,H,H,H,L,H,L,L
9.098.06c,c,A,L,L,H,H,L,H,L,L
9.098.06d,d,A,H,H,L,H,L,H,L,L
9.098.07a,a,A,L,L,H,H,L,H,L,L
9.098.07b,b,A,H,H,L,H,L,H,H,L
9.098.07c,c,A,H,H,H,H,H,H,L,L
9.098.07d,d,A,L,H,L,L,L,L,L,L
9.098.10a,a,A,H,H,L,H,L,H,L,H
9.098.10b,b,A,H,H,H,L,L,H,L,H
9.098.10c,c,A,L,H,L,H,L,H,L,H
9.098.10d,d,A,H,H,L,L,L,H,L,H
9.098.12a,a,A,H,L,H,H,L,H,L,L
9.098.12b,b,A,H,H,L,H,L,H,L,L
9.098.12c,c,A,H,H,L,H,L,H,L,L
9.098.12d,d,A,L,H,L,H,L,H,L,L
9.099.02a,a,A,L,L,L,H,L,H,L,H
9.099.02b,b,A,H,H,L,L,L,H,L,H
9.099.02c,c,A,L,H,L,H,L,H,L,H
9.099.02d,d,A,L,H,H,H,L,H,L,H
9.099.03a,a,A,L,H,L,H,L,H,L,L
9.099.03b,b,A,L,H,L,H,L,H,L,L
9.099.03c,c,A,H,H,L,H,L,H,L,L
9.099.03d,d,A,L,H,H,H,L,H,L,L
9.099.04a,a,A,H,H,L,H,L,H,L,H
9.099.04b,b,A,L,H,L,H,L,H,L,L
9.099.04c,c,A,L,H,L,H,L,H,L,H
9.099.04d,d,A,H,H,H,H,L,H,L,H
9.099.05a,a,A,L,H,L,H,L,H,L,H
9.099.05b,b,A,H,H,L,H,L,H,L,L
9.099.05c,c,A,H,H,L,H,L,H,L,L
9.099.05d,d,A,H,H,L,H,L,H,L,L
9.099.06a,a,A,L,L,H,H,L,H,L,L
9.099.06b,b,A,H,H,L,H,L,H,L,L
9.099.06c,c,A,L,H,L,H,L,H,L,L
9.099.06d,d,A,L,H,L,H,L,H,L,L
9.099.07a,a,A,L,H,L,H,L,H,L,L
9.099.07b,b,A,H,H,H,H,L,H,L,L
9.099.07c,c,A,L,H,L,H,L,H,L,L
9.099.07d,d,A,L,H,L,H,L,H,L,H
9.099.08a,a,A,L,L,H,H,L,H,L,H
9.099.08b,b,A,L,H,L,H,L,H,L,H
9.099.08c,c,A,H,H,L,H,L,H,L,L
9.099.08d,d,A,L,H,L,H,L,H,L,L
9.100.01a,a,A,L,H,L,H,L,H,L,L
9.100.01b,b,A,L,L,H,H,L,H,L,L
9.100.01c,c,A,H,H,L,H,L,H,L,L
9.100.01d,d,A,H,H,L,H,L,H,L,L
9.100.02a,a,A,L,H,L,H,L,H,L,L
9.100.02b,b,A,H,L,L,H,L,H,L,L
9.100.02c,c,A,L,H,L,H,L,H,L,L
9.100.02d,d,A,H,H,L,H,L,H,L,H
9.100.03a,a,A,L,H,L,H,L,H,L,L
9.100.03b,b,A,L,H,H,H,L,H,L,L
9.100.03c,c,A,L,H,L,H,L,H,L,H
9.100.03d,d,A,H,H,L,H,L,H,L,L
9.100.04a,a,A,L,L,H,H,L,H,L,H
9.100.04b,b,A,H,H,L,H,L,H,L,L
9.100.04c,c,A,H,L,H,H,L,H,L,L
9.100.04d,d,A,H,H,H,H,L,H,L,L
9.100.05a,a,A,H,H,H,H,L,H,L,H
9.100.05b,b,A,L,H,L,H,L,H,L,H
9.100.05c,c,A,H,H,L,H,L,H,L,H
9.100.05d,d,A,H,H,L,L,L,H,L,L
9.100.06a,a,A,L,H,L,H,L,H,L,L
9.100.06b,b,A,L,H,H,H,L,H,L,L
9.100.06c,c,A,H,H,L,H,L,H,L,H
9.100.06d,d,A,H,H,H,L,L,H,L,L
9.100.07a,a,A,L,H,L,H,L,H,L,H
9.100.07b,b,A,L,H,L,H,L,H,L,L
9.100.07c,c,A,H,H,H,H,L,H,L,L
9.100.07d,d,A,L,L,H,L,L,H,L,L
9.100.08a,a,A,L,L,H,L,L,L,L,L
9.100.08b,b,A,H,H,H,H,L,H,L,L
9.100.08c,c,A,H,H,L,H,L,H,L,H
9.100.08d,d,A,H,H,L,H,L,H,L,H
9.100.09a,a,A,L,H,H,L,L,H,L,L
9.100.09b,b,A,L,L,H,H,L,H,L,H
9.100.09c,c,A,L,L,H,L,L,H,L,H
9.100.09d,d,A,L,L,H,L,L,H,L,H
9.101.01a,a,A,L,H,L,H,H,H,L,L
9.101.01b,b,A,L,H,L,H,L,H,L,H
9.101.01c,c,A,L,L,H,H,L,H,L,L
9.101.01d,d,A,L,H,H,H,L,H,L,L
9.101.02a,a,G,H,H,L,H,L,H,L,H
9.101.02b,b,G,L,H,H,H,L,H,L,L
9.101.02c,c,G,H,L,H,H,L,H,L,L
9.101.03a,a,G,H,L,H,L,L,H,L,L
9.101.03b,b,G,H,H,H,H,L,H,L,H
9.101.03c,c,G,H,H,H,H,L,H,L,L
9.101.04a,a,A,L,H,H,L,L,H,L,H
9.101.04b,b,A,H,L,H,H,L,H,L,L
9.101.04c,c,A,L,H,L,H,L,H,L,L
9.101.04d,d,A,H,H,L,H,L,H,L,H
9.101.05a,a,A,H,L,H,H,L,L,L,L
9.101.05b,b,A,L,L,H,H,L,H,L,L
9.101.05c,c,A,H,H,L,H,L,H,L,H
9.101.05d,d,A,H,H,H,H,L,H,L,H
9.101.07a,a,A,L,H,H,H,L,H,L,L
9.101.07b,b,A,H,H,L,H,H,H,L,L
9.101.07c,c,A,L,H,H,H,L,H,L,H
9.101.07d,d,A,L,H,H,H,L,L,L,H
9.101.08a,a,A,L,L,L,L,L,H,L,L
9.101.08b,b,A,H,H,L,H,L,H,L,L
9.101.08c,c,A,H,H,H,H,L,H,L,L
9.101.08d,d,A,L,L,H,H,L,H,L,L
9.101.09a,a,A,L,H,H,H,L,H,L,L
9.101.09b,b,A,L,L,H,L,L,H,L,L
9.101.09c,c,A,H,H,L,H,L,H,L,L
